Date,Open,High,Low,Close,Adj Close,Volume
1993-05-13,3482.00,3482.03,3447.71,3447.99,3447.99,27250000
1993-05-14,3448.00,3457.12,3437.47,3443.01,3443.01,18370000
1993-05-17,3437.50,3451.30,3428.90,3449.93,3449.93,17680000
1993-05-18,3449.90,3454.63,3422.52,3444.39,3444.39,22040000
1993-05-19,3444.40,3503.35,3415.33,3500.03,3500.03,36140000
1993-05-20,3500.00,3523.28,3494.77,3523.28,3523.28,26620000
1993-05-21,3523.30,3524.11,3476.22,3492.83,3492.83,25660000
1993-05-24,3492.80,3513.59,3485.63,3507.78,3507.78,17840000
1993-05-25,3507.80,3519.12,3501.69,3516.63,3516.63,19740000
1993-05-26,3516.60,3548.19,3513.86,3540.16,3540.16,24440000
1993-05-27,3541.00,3565.07,3540.99,3554.83,3554.83,24550000
1993-05-28,3554.80,3554.83,3510.27,3527.43,3527.43,17700000
1993-06-01,3527.40,3569.78,3527.40,3552.34,3552.34,18550000
1993-06-02,3552.30,3562.30,3543.76,3553.45,3553.45,19610000
1993-06-03,3553.50,3553.72,3531.58,3544.87,3544.87,19830000
1993-06-04,3544.90,3545.97,3530.20,3545.14,3545.14,17300000
1993-06-07,3545.10,3550.12,3527.70,3532.13,3532.13,18010000
1993-06-08,3532.10,3533.24,3506.11,3510.54,3510.54,18590000
1993-06-09,3510.50,3530.75,3505.28,3511.93,3511.93,19110000
1993-06-10,3511.90,3516.91,3483.97,3491.72,3491.72,22010000
1993-06-11,3492.00,3514.97,3492.00,3505.01,3505.01,20440000
1993-06-14,3505.00,3519.12,3504.45,3514.69,3514.69,18850000
1993-06-15,3514.10,3514.14,3491.72,3492.00,3492.00,22690000
1993-06-16,3492.00,3512.76,3475.94,3511.65,3511.65,24410000
1993-06-17,3511.70,3525.21,3506.39,3521.89,3521.89,19950000
1993-06-18,3528.30,3528.30,3494.50,3494.77,3494.77,28860000
1993-06-21,3494.80,3511.93,3491.72,3510.82,3510.82,20250000
1993-06-22,3510.80,3511.37,3489.51,3497.53,3497.53,22830000
1993-06-23,3497.50,3497.81,3466.81,3466.81,3466.81,26330000
1993-06-24,3466.80,3493.11,3462.66,3490.61,3490.61,22990000
1993-06-25,3490.60,3501.13,3485.63,3490.89,3490.89,16030000
1993-06-28,3491.20,3531.58,3491.17,3530.20,3530.20,19180000
1993-06-29,3530.20,3530.47,3505.84,3518.85,3518.85,21210000
1993-06-30,3518.90,3525.77,3512.76,3516.08,3516.08,24110000
1993-07-01,3516.10,3523.00,3503.62,3510.54,3510.54,22680000
1993-07-02,3510.50,3511.10,3480.93,3483.97,3483.97,19160000
1993-07-06,3484.00,3492.83,3449.93,3449.93,3449.93,19400000
1993-07-07,3449.90,3476.50,3449.90,3475.67,3475.67,23220000
1993-07-08,3475.70,3517.19,3475.39,3514.42,3514.42,31020000
1993-07-09,3514.40,3527.98,3507.22,3521.06,3521.06,23630000
1993-07-12,3521.10,3526.04,3514.97,3524.38,3524.38,17440000
1993-07-13,3524.40,3533.34,3509.85,3515.44,3515.44,22810000
1993-07-14,3515.40,3550.65,3515.16,3542.55,3542.55,23040000
1993-07-15,3542.60,3550.93,3526.06,3550.93,3550.93,22820000
1993-07-16,3550.90,3550.93,3525.22,3528.29,3528.29,26990000
1993-07-19,3528.30,3540.87,3524.66,3535.28,3535.28,22240000
1993-07-20,3535.30,3548.97,3511.53,3544.78,3544.78,30110000
1993-07-21,3544.80,3556.52,3532.77,3555.40,3555.40,21030000
1993-07-22,3555.10,3555.12,3521.31,3525.22,3525.22,20720000
1993-07-23,3525.20,3548.69,3524.10,3546.74,3546.74,19690000
1993-07-26,3546.70,3571.05,3546.70,3567.70,3567.70,19570000
1993-07-27,3567.70,3583.50,3549.25,3565.46,3565.46,30150000
1993-07-28,3565.50,3566.02,3544.78,3553.45,3553.45,32370000
1993-07-29,3553.50,3579.71,3551.49,3567.42,3567.42,27590000
1993-07-30,3567.10,3567.14,3530.81,3539.47,3539.47,25300000
1993-08-02,3539.50,3562.67,3536.96,3560.99,3560.99,20980000
1993-08-03,3561.00,3566.02,3547.30,3561.27,3561.27,23060000
1993-08-04,3561.30,3562.11,3548.97,3552.05,3552.05,23760000
1993-08-05,3552.10,3560.15,3537.80,3548.97,3548.97,18220000
1993-08-06,3549.00,3566.02,3548.69,3560.43,3560.43,21460000
1993-08-09,3560.40,3585.30,3554.84,3576.08,3576.08,22450000
1993-08-10,3576.10,3579.43,3564.62,3572.73,3572.73,23000000
1993-08-11,3573.30,3584.18,3573.29,3583.35,3583.35,22030000
1993-08-12,3583.40,3595.08,3552.33,3569.09,3569.09,22390000
1993-08-13,3569.10,3576.64,3563.23,3569.65,3569.65,17740000
1993-08-16,3569.70,3591.73,3564.34,3579.15,3579.15,24820000
1993-08-17,3579.20,3590.61,3574.12,3586.98,3586.98,25650000
1993-08-18,3587.00,3617.72,3586.98,3604.86,3604.86,35860000
1993-08-19,3604.90,3612.13,3597.60,3612.13,3612.13,33920000
1993-08-20,3612.10,3615.48,3595.36,3615.48,3615.48,32040000
1993-08-23,3614.60,3614.64,3595.64,3605.98,3605.98,20750000
1993-08-24,3606.00,3639.24,3604.58,3638.96,3638.96,24980000
1993-08-25,3639.00,3657.96,3638.96,3652.09,3652.09,30750000
1993-08-26,3652.10,3663.83,3640.91,3648.18,3648.18,26540000
1993-08-27,3648.20,3648.20,3624.98,3640.63,3640.63,18760000
1993-08-30,3640.60,3655.16,3637.84,3643.99,3643.99,17750000
1993-08-31,3641.30,3651.30,3633.37,3651.25,3651.25,19700000
1993-09-01,3651.30,3655.72,3638.12,3645.10,3645.10,22410000
1993-09-02,3645.10,3649.85,3623.87,3626.10,3626.10,24090000
1993-09-03,3626.10,3638.40,3616.60,3633.93,3633.93,16950000
1993-09-07,3633.90,3636.44,3600.39,3607.10,3607.10,18170000
1993-09-08,3607.10,3608.78,3573.57,3588.93,3588.93,23420000
1993-09-09,3588.90,3598.99,3575.80,3589.49,3589.49,19730000
1993-09-10,3589.50,3622.47,3588.38,3621.63,3621.63,21340000
1993-09-13,3621.90,3639.24,3621.90,3634.21,3634.21,20670000
1993-09-14,3634.20,3634.21,3606.82,3615.76,3615.76,18550000
1993-09-15,3615.80,3636.72,3586.14,3633.65,3633.65,27710000
1993-09-16,3633.70,3633.70,3617.44,3630.85,3630.85,18230000
1993-09-17,3630.60,3630.60,3600.67,3613.25,3613.25,50350000
1993-09-20,3613.30,3621.35,3575.52,3575.80,3575.80,19610000
1993-09-21,3575.80,3584.18,3507.06,3537.24,3537.24,30360000
1993-09-22,3537.20,3557.08,3529.13,3547.02,3547.02,27420000
1993-09-23,3547.00,3554.28,3530.81,3539.75,3539.75,25320000
1993-09-24,3539.80,3548.42,3528.57,3543.11,3543.11,20370000
1993-09-27,3543.10,3573.84,3542.83,3567.70,3567.70,19560000
1993-09-28,3567.70,3571.33,3559.87,3566.02,3566.02,18740000
1993-09-29,3566.00,3576.36,3554.28,3566.30,3566.30,21860000
1993-09-30,3566.30,3567.70,3547.86,3555.12,3555.12,22930000
1993-10-01,3555.10,3587.26,3553.72,3581.11,3581.11,24150000
1993-10-04,3581.10,3584.46,3566.86,3577.76,3577.76,17830000
1993-10-05,3577.80,3599.27,3575.52,3587.26,3587.26,24010000
1993-10-06,3587.30,3605.98,3584.18,3598.99,3598.99,21830000
1993-10-07,3599.00,3600.67,3583.07,3583.63,3583.63,18000000
1993-10-08,3583.60,3597.04,3557.36,3584.74,3584.74,19300000
1993-10-11,3584.70,3597.04,3583.63,3593.41,3593.41,14950000
1993-10-12,3593.40,3602.63,3588.66,3593.13,3593.13,21130000
1993-10-13,3593.10,3608.22,3588.66,3603.19,3603.19,27770000
1993-10-14,3603.20,3637.50,3598.44,3621.63,3621.63,39740000
1993-10-15,3621.60,3642.31,3618.84,3629.73,3629.73,36390000
1993-10-18,3629.70,3646.50,3620.23,3642.31,3642.31,29180000
1993-10-19,3642.30,3653.21,3623.87,3635.32,3635.32,24920000
1993-10-20,3635.30,3645.10,3629.45,3645.10,3645.10,19670000
1993-10-21,3645.10,3656.00,3630.85,3636.16,3636.16,23140000
1993-10-22,3637.30,3676.96,3637.28,3649.30,3649.30,27840000
1993-10-25,3649.30,3676.96,3644.82,3673.61,3673.61,25720000
1993-10-26,3673.60,3674.73,3654.05,3672.49,3672.49,27070000
1993-10-27,3672.50,3673.33,3654.33,3664.66,3664.66,27130000
1993-10-28,3664.70,3708.82,3664.66,3687.86,3687.86,34530000
1993-10-29,3687.90,3690.93,3675.00,3680.59,3680.59,24830000
1993-11-01,3680.60,3695.12,3674.45,3692.61,3692.61,22940000
1993-11-02,3692.60,3703.23,3667.46,3697.64,3697.64,32640000
1993-11-03,3697.60,3700.43,3644.54,3661.87,3661.87,34190000
1993-11-04,3661.90,3670.53,3623.87,3624.98,3624.98,25030000
1993-11-05,3625.00,3644.54,3600.67,3643.43,3643.43,26950000
1993-11-08,3643.40,3661.03,3634.48,3647.90,3647.90,21130000
1993-11-09,3647.90,3669.97,3640.07,3640.07,3640.07,24890000
1993-11-10,3640.10,3663.55,3631.97,3663.55,3663.55,31390000
1993-11-11,3663.60,3679.76,3658.52,3662.43,3662.43,32580000
1993-11-12,3663.00,3691.21,3662.99,3684.50,3684.50,29940000
1993-11-15,3684.50,3687.82,3669.97,3677.52,3677.52,23520000
1993-11-16,3677.50,3711.89,3668.58,3710.77,3710.77,29660000
1993-11-17,3710.80,3717.76,3684.51,3704.35,3704.35,34120000
1993-11-18,3704.35,3704.35,3668.02,3685.34,3685.34,38270000
1993-11-19,3685.30,3694.01,3657.12,3694.01,3694.01,31060000
1993-11-22,3693.17,3693.17,3650.69,3670.25,3670.25,28660000
1993-11-23,3670.30,3684.51,3663.55,3674.17,3674.17,31770000
1993-11-24,3674.20,3690.65,3672.49,3687.58,3687.58,20270000
1993-11-26,3687.60,3697.92,3675.56,3683.95,3683.95,8880000
1993-11-29,3684.00,3700.71,3676.12,3677.80,3677.80,25570000
1993-11-30,3677.80,3698.76,3673.61,3683.95,3683.95,23220000
1993-12-01,3685.10,3711.61,3685.06,3697.08,3697.08,27910000
1993-12-02,3697.10,3707.70,3690.65,3702.11,3702.11,19520000
1993-12-03,3702.10,3709.94,3694.29,3704.07,3704.07,19750000
1993-12-06,3704.10,3721.11,3702.11,3710.21,3710.21,29020000
1993-12-07,3710.20,3723.63,3709.94,3718.88,3718.88,27120000
1993-12-08,3718.90,3735.09,3716.08,3734.53,3734.53,22100000
1993-12-09,3734.50,3748.78,3725.86,3729.78,3729.78,22570000
1993-12-10,3729.80,3741.23,3723.91,3740.67,3740.67,21350000
1993-12-13,3740.70,3766.66,3732.01,3764.43,3764.43,21680000
1993-12-14,3764.40,3770.02,3741.51,3742.63,3742.63,29490000
1993-12-15,3742.60,3743.75,3716.92,3716.92,3716.92,34310000
1993-12-16,3716.90,3734.81,3713.85,3726.14,3726.14,29050000
1993-12-17,3726.10,3751.57,3723.35,3751.57,3751.57,38900000
1993-12-20,3751.60,3760.52,3742.63,3755.21,3755.21,21960000
1993-12-21,3755.20,3756.04,3736.76,3745.15,3745.15,22390000
1993-12-22,3745.20,3762.75,3744.87,3762.19,3762.19,23490000
1993-12-23,3762.20,3774.21,3757.44,3757.72,3757.72,22630000
1993-12-27,3757.70,3792.93,3755.76,3792.93,3792.93,16280000
1993-12-28,3792.90,3796.56,3779.80,3793.77,3793.77,17470000
1993-12-29,3793.80,3799.92,3782.03,3794.33,3794.33,19680000
1993-12-30,3794.30,3794.89,3769.74,3775.88,3775.88,15850000
1993-12-31,3775.90,3792.09,3754.09,3754.09,3754.09,14730000
1994-01-03,3754.10,3764.99,3745.43,3756.60,3756.60,24960000
1994-01-04,3756.60,3783.90,3742.81,3783.90,3783.90,30500000
1994-01-05,3783.90,3798.82,3771.80,3798.82,3798.82,43950000
1994-01-06,3798.80,3813.17,3798.25,3803.88,3803.88,36320000
1994-01-07,3803.90,3826.39,3799.10,3820.77,3820.77,29210000
1994-01-10,3820.80,3865.51,3813.45,3865.51,3865.51,32390000
1994-01-11,3864.95,3864.95,3845.81,3850.31,3850.31,31440000
1994-01-12,3850.30,3858.48,3824.99,3848.63,3848.63,31200000
1994-01-13,3848.30,3848.34,3829.21,3842.43,3842.43,22900000
1994-01-14,3842.40,3873.67,3841.87,3867.20,3867.20,26500000
1994-01-17,3867.20,3878.46,3856.22,3870.29,3870.29,18550000
1994-01-18,3870.30,3882.11,3863.82,3870.29,3870.29,30400000
1994-01-19,3870.30,3885.49,3864.38,3884.37,3884.37,28700000
1994-01-20,3884.40,3893.09,3877.33,3891.96,3891.96,25950000
1994-01-21,3892.00,3914.48,3884.65,3914.48,3914.48,30970000
1994-01-24,3914.50,3934.46,3902.66,3912.79,3912.79,27020000
1994-01-25,3912.80,3920.95,3887.18,3895.34,3895.34,38410000
1994-01-26,3895.30,3911.10,3887.18,3908.00,3908.00,30050000
1994-01-27,3908.00,3930.52,3901.25,3926.30,3926.30,27770000
1994-01-28,3926.30,3953.31,3926.01,3945.43,3945.43,25890000
1994-01-31,3945.43,3985.96,3945.43,3978.36,3978.36,26450000
1994-02-01,3978.40,3982.02,3957.25,3964.01,3964.01,23150000
1994-02-02,3964.00,3976.95,3956.69,3975.54,3975.54,26990000
1994-02-03,3975.50,3975.54,3948.53,3967.66,3967.66,25090000
1994-02-04,3967.70,3968.51,3870.01,3871.42,3871.42,34480000
1994-02-07,3871.40,3910.26,3859.04,3906.32,3906.32,36370000
1994-02-08,3906.30,3918.70,3892.53,3906.03,3906.03,30970000
1994-02-09,3906.00,3936.99,3904.91,3931.92,3931.92,29380000
1994-02-10,3931.90,3938.40,3893.93,3895.34,3895.34,29890000
1994-02-11,3895.30,3908.90,3867.20,3894.78,3894.78,21110000
1994-02-14,3894.80,3923.20,3880.14,3904.06,3904.06,23220000
1994-02-15,3904.10,3930.80,3904.10,3928.27,3928.27,24940000
1994-02-16,3928.30,3949.65,3927.14,3937.27,3937.27,25320000
1994-02-17,3937.30,3958.10,3906.60,3922.64,3922.64,31710000
1994-02-18,3922.60,3923.20,3880.14,3887.46,3887.46,26280000
1994-02-22,3887.50,3911.66,3885.77,3911.66,3911.66,20610000
1994-02-23,3911.70,3914.48,3882.68,3891.68,3891.68,23560000
1994-02-24,3890.80,3890.84,3837.37,3839.90,3839.90,27420000
1994-02-25,3839.90,3855.38,3826.39,3838.78,3838.78,23870000
1994-02-28,3838.80,3852.28,3632.02,3832.02,3832.02,24200000
1994-03-01,3832.00,3835.68,3786.15,3809.23,3809.23,30290000
1994-03-02,3809.20,3832.30,3755.76,3831.74,3831.74,38360000
1994-03-03,3831.70,3832.58,3808.66,3824.42,3824.42,27300000
1994-03-04,3824.40,3847.22,3815.14,3832.30,3832.30,25710000
1994-03-07,3832.30,3861.85,3832.02,3856.22,3856.22,22150000
1994-03-08,3856.20,3859.88,3840.46,3851.72,3851.72,28660000
1994-03-09,3851.70,3856.51,3829.77,3853.41,3853.41,24820000
1994-03-10,3853.40,3856.51,3814.86,3830.62,3830.62,24660000
1994-03-11,3830.60,3862.70,3815.42,3862.70,3862.70,21390000
1994-03-14,3862.70,3871.42,3855.94,3862.98,3862.98,24600000
1994-03-15,3863.00,3872.05,3839.22,3849.59,3849.59,27500000
1994-03-16,3849.60,3866.29,3836.63,3848.15,3848.15,25830000
1994-03-17,3848.20,3865.14,3842.97,3865.14,3865.14,26420000
1994-03-18,3865.10,3895.65,3848.15,3895.65,3895.65,56360000
1994-03-21,3895.70,3895.94,3857.94,3864.85,3864.85,20080000
1994-03-22,3864.90,3879.53,3861.39,3862.55,3862.55,25090000
1994-03-23,3862.60,3881.55,3857.08,3869.46,3869.46,23340000
1994-03-24,3869.46,3869.46,3803.24,3821.09,3821.09,27440000
1994-03-25,3821.10,3826.85,3774.73,3774.73,3774.73,21530000
1994-03-28,3774.70,3779.05,3728.38,3762.35,3762.35,27190000
1994-03-29,3762.40,3762.93,3697.86,3699.02,3699.02,26850000
1994-03-30,3699.00,3699.02,3626.75,3626.75,3626.75,44570000
1994-03-31,3626.80,3650.65,3559.09,3635.96,3635.96,47350000
1994-04-04,3634.50,3634.52,3552.47,3593.35,3593.35,43710000
1994-04-05,3593.93,3680.30,3593.93,3675.41,3675.41,41360000
1994-04-06,3675.40,3695.85,3655.83,3679.73,3679.73,34540000
1994-04-07,3679.70,3697.29,3657.84,3693.26,3693.26,26900000
1994-04-08,3693.30,3701.03,3655.25,3674.26,3674.26,26120000
1994-04-11,3674.30,3701.02,3670.69,3688.83,3688.83,22680000
1994-04-12,3688.80,3704.00,3673.96,3681.69,3681.69,21530000
1994-04-13,3681.70,3685.86,3631.13,3661.47,3661.47,26330000
1994-04-14,3661.50,3674.55,3640.35,3663.25,3663.25,26190000
1994-04-15,3663.30,3679.31,3655.81,3661.47,3661.47,29590000
1994-04-18,3661.50,3668.01,3613.58,3620.42,3620.42,26780000
1994-04-19,3620.40,3642.13,3582.94,3619.82,3619.82,35380000
1994-04-20,3619.80,3646.00,3570.15,3598.71,3598.71,38020000
1994-04-21,3599.30,3652.84,3599.30,3652.54,3652.54,38970000
1994-04-22,3652.50,3664.14,3640.64,3648.68,3648.68,27430000
1994-04-25,3648.70,3706.08,3648.68,3705.78,3705.78,24330000
1994-04-26,3705.80,3710.84,3692.99,3699.54,3699.54,23930000
1994-04-28,3699.50,3704.89,3657.30,3668.31,3668.31,31000000
1994-04-29,3668.30,3689.72,3659.38,3681.69,3681.69,21890000
1994-05-02,3681.70,3713.81,3665.03,3701.02,3701.02,25070000
1994-05-03,3701.00,3714.41,3683.48,3714.41,3714.41,24260000
1994-05-04,3714.40,3715.60,3684.96,3697.75,3697.75,21300000
1994-05-05,3697.80,3712.33,3691.51,3695.97,3695.97,21220000
1994-05-06,3695.67,3695.67,3641.54,3669.50,3669.50,28060000
1994-05-09,3669.50,3669.79,3625.18,3629.04,3629.04,24440000
1994-05-10,3629.34,3666.52,3629.34,3656.41,3656.41,30020000
1994-05-11,3656.40,3661.76,3623.10,3629.04,3629.04,26130000
1994-05-12,3629.64,3664.14,3629.64,3652.84,3652.84,24570000
1994-05-13,3652.80,3665.03,3637.37,3659.68,3659.68,23350000
1994-05-16,3659.70,3676.10,3647.55,3671.50,3671.50,20920000
1994-05-17,3671.50,3720.61,3667.51,3720.61,3720.61,28440000
1994-05-18,3720.60,3741.18,3700.66,3732.89,3732.89,31180000
1994-05-19,3732.90,3763.28,3723.68,3758.98,3758.98,29500000
1994-05-20,3759.00,3768.80,3740.87,3766.35,3766.35,32750000
1994-05-23,3765.70,3765.73,3727.06,3742.41,3742.41,24120000
1994-05-24,3742.40,3766.35,3729.21,3745.17,3745.17,31440000
1994-05-25,3745.20,3755.30,3721.23,3755.30,3755.30,21710000
1994-05-26,3755.30,3772.79,3742.71,3753.46,3753.46,27230000
1994-05-27,3753.50,3757.14,3739.03,3757.14,3757.14,18130000
1994-05-31,3757.10,3767.29,3742.06,3758.37,3758.37,19630000
1994-06-01,3758.40,3768.52,3732.21,3760.83,3760.83,25050000
1994-06-02,3760.80,3770.36,3753.75,3758.99,3758.99,23920000
1994-06-03,3759.00,3775.60,3742.67,3772.22,3772.22,24540000
1994-06-06,3772.20,3793.44,3768.21,3768.52,3768.52,24280000
1994-06-07,3768.50,3773.13,3752.21,3755.91,3755.91,20420000
1994-06-08,3755.90,3767.29,3730.98,3749.45,3749.45,21210000
1994-06-09,3749.50,3755.29,3740.52,3753.14,3753.14,23340000
1994-06-10,3753.10,3779.60,3751.91,3773.45,3773.45,19160000
1994-06-13,3773.50,3787.24,3759.97,3783.12,3783.12,22290000
1994-06-14,3783.43,3816.41,3783.43,3814.83,3814.83,30330000
1994-06-15,3814.80,3823.39,3783.75,3790.41,3790.41,27500000
1994-06-16,3790.40,3811.34,3785.34,3811.34,3811.34,25210000
1994-06-17,3811.30,3812.61,3775.51,3776.78,3776.78,44450000
1994-06-20,3776.10,3776.14,3729.85,3741.90,3741.90,23160000
1994-06-21,3741.58,3741.58,3686.41,3707.97,3707.97,30140000
1994-06-22,3708.00,3733.34,3707.97,3724.77,3724.77,22890000
1994-06-23,3724.80,3741.26,3694.02,3699.09,3699.09,24210000
1994-06-24,3698.77,3698.77,3629.02,3636.94,3636.94,25080000
1994-06-27,3636.90,3687.77,3610.40,3685.50,3685.50,25190000
1994-06-28,3685.50,3694.25,3639.53,3669.64,3669.64,22910000
1994-06-29,3669.60,3700.07,3661.55,3667.05,3667.05,23780000
1994-06-30,3667.10,3675.79,3622.70,3624.96,3624.96,25500000
1994-07-01,3625.00,3650.54,3623.02,3646.65,3646.65,21310000
1994-07-05,3646.60,3667.70,3636.29,3652.48,3652.48,19190000
1994-07-06,3652.50,3682.91,3643.09,3674.50,3674.50,20490000
1994-07-07,3674.50,3694.25,3668.99,3688.42,3688.42,22150000
1994-07-08,3688.40,3709.46,3674.17,3709.14,3709.14,20580000
1994-07-11,3709.10,3718.20,3680.32,3702.99,3702.99,20550000
1994-07-12,3703.00,3706.87,3672.23,3702.66,3702.66,24280000
1994-07-13,3702.70,3722.09,3696.19,3704.28,3704.28,20780000
1994-07-14,3705.90,3748.63,3705.90,3739.25,3739.25,27740000
