Date,Open,High,Low,Close,Adj Close,Volume
1999-04-12,10174.11,10340.62,10096.69,10339.51,10339.51,84540000
1999-04-13,10340.62,10418.87,10316.47,10395.01,10395.01,88310000
1999-04-14,10394.73,10526.54,10367.81,10411.66,10411.66,107230000
1999-04-15,10411.66,10500.74,10378.63,10462.72,10462.72,137100000
1999-04-16,10463.56,10520.01,10386.61,10493.89,10493.89,113560000
1999-04-19,10493.89,10765.74,10404.87,10440.53,10440.53,145000000
1999-04-20,10440.53,10496.37,10333.15,10448.55,10448.55,113400000
1999-04-21,10448.96,10581.42,10420.77,10581.42,10581.42,95180000
1999-04-22,10580.62,10753.81,10580.05,10727.18,10727.18,107780000
1999-04-23,10726.04,10754.67,10646.71,10689.67,10689.67,106990000
1999-04-26,10689.67,10729.19,10649.86,10718.59,10718.59,86860000
1999-04-27,10719.16,10847.74,10719.16,10831.71,10831.71,103340000
1999-04-28,10831.99,10935.37,10811.09,10845.45,10845.45,99540000
1999-04-29,10844.78,10928.21,10834.86,10878.38,10878.38,104670000
1999-04-30,10876.95,10961.71,10654.73,10789.04,10789.04,122040000
1999-05-03,10789.04,11014.69,10756.11,11014.69,11014.69,94430000
1999-05-04,11014.69,11035.31,10868.36,10886.11,10886.11,105900000
1999-05-05,10883.54,10955.41,10775.86,10955.41,10955.41,110840000
1999-05-06,10949.73,10980.04,10852.32,10946.82,10946.82,118310000
1999-05-07,10947.11,11033.88,10933.65,11031.59,11031.59,91890000
1999-05-10,11029.14,11100.60,10951.98,11007.25,11007.25,91670000
1999-05-11,11001.23,11102.32,10970.59,11026.15,11026.15,95280000
1999-05-12,11023.61,11043.61,10812.81,11000.37,11000.37,93550000
1999-05-13,10998.43,11130.67,10998.43,11107.19,11107.19,86560000
1999-05-14,11105.90,11106.76,10870.08,10913.32,10913.32,88150000
1999-05-17,10910.57,10910.57,10745.80,10853.47,10853.47,78880000
1999-05-18,10849.79,10930.75,10740.80,10836.95,10836.95,95790000
1999-05-19,10836.67,10891.81,10797.13,10887.39,10887.39,83780000
1999-05-20,10887.68,10946.08,10866.74,10866.74,10866.74,77580000
1999-05-21,10867.04,10888.86,10787.40,10829.28,10829.28,79810000
1999-05-24,10829.87,10856.42,10626.65,10654.67,10654.67,92340000
1999-05-25,10651.73,10754.66,10530.21,10531.09,10531.09,89820000
1999-05-26,10530.89,10721.33,10518.70,10702.16,10702.16,97200000
1999-05-27,10701.28,10701.28,10434.26,10466.93,10466.93,98020000
1999-05-28,10468.49,10589.50,10467.24,10559.74,10559.74,72820000
1999-06-01,10561.01,10597.52,10409.14,10596.26,10596.26,84670000
1999-06-02,10594.89,10627.60,10464.55,10577.89,10577.89,79170000
1999-06-03,10577.26,10667.18,10577.26,10663.69,10663.69,71280000
1999-06-04,10661.79,10799.84,10659.58,10799.84,10799.84,87580000
1999-06-07,10799.20,10917.30,10782.74,10909.38,10909.38,84220000
1999-06-08,10908.12,10909.07,10724.17,10765.64,10765.64,80040000
1999-06-09,10765.64,10790.02,10672.56,10690.29,10690.29,77250000
1999-06-10,10690.29,10690.29,10526.29,10621.27,10621.27,86330000
1999-06-11,10618.23,10691.56,10430.67,10490.51,10490.51,77530000
1999-06-14,10490.83,10606.39,10486.71,10563.33,10563.33,67040000
1999-06-15,10563.33,10682.06,10562.06,10594.99,10594.99,73190000
1999-06-16,10598.54,10800.47,10598.22,10784.95,10784.95,86490000
1999-06-17,10777.72,10870.44,10714.35,10841.63,10841.63,70150000
1999-06-18,10847.64,10888.49,10811.55,10855.56,10855.56,111100000
1999-06-21,10854.75,10880.25,10755.83,10815.98,10815.98,74690000
1999-06-22,10815.98,10815.98,10708.65,10721.63,10721.63,67370000
1999-06-23,10721.63,10725.12,10616.84,10666.86,10666.86,68710000
1999-06-24,10666.86,10666.86,10471.20,10534.83,10534.83,78750000
1999-06-25,10542.43,10650.40,10538.00,10552.56,10552.56,62020000
1999-06-28,10555.88,10692.51,10555.88,10655.15,10655.15,71640000
1999-06-29,10655.46,10815.35,10633.93,10815.35,10815.35,82390000
1999-06-30,10813.89,11003.41,10731.45,10970.80,10970.80,125380000
1999-07-01,10966.05,11080.35,10903.68,11066.42,11066.42,100670000
1999-07-02,11065.15,11139.56,11058.82,11139.24,11139.24,65820000
1999-07-06,11137.47,11236.76,11104.10,11135.12,11135.12,78110000
1999-07-07,11135.12,11187.36,11080.35,11187.36,11187.36,81750000
1999-07-08,11182.62,11211.11,11092.07,11126.89,11126.89,97370000
1999-07-09,11125.63,11194.33,11124.04,11193.70,11193.70,88430000
1999-07-12,11193.38,11230.74,11149.69,11200.98,11200.98,75300000
1999-07-13,11200.03,11211.11,11085.10,11175.02,11175.02,80110000
1999-07-14,11177.55,11209.21,11112.01,11148.10,11148.10,72720000
1999-07-15,11149.37,11217.76,11149.37,11186.41,11186.41,83290000
1999-07-16,11186.35,11213.33,11143.04,11209.84,11209.84,80450000
1999-07-19,11209.84,11252.27,11159.82,11187.68,11187.68,79780000
1999-07-20,11188.00,11188.63,10969.54,10996.13,10996.13,88320000
1999-07-21,10998.94,11055.97,10945.48,11002.78,11002.78,85190000
1999-07-22,11002.78,11044.26,10880.25,10969.22,10969.22,84310000
1999-07-23,10969.22,11006.58,10861.89,10910.96,10910.96,64990000
1999-07-26,10907.80,10929.33,10831.81,10863.16,10863.16,69510000
1999-07-27,10862.84,11031.28,10862.84,10979.04,10979.04,73550000
1999-07-28,10970.80,11023.99,10925.85,10972.07,10972.07,65370000
1999-07-29,10971.36,10971.36,10714.03,10791.29,10791.29,74600000
1999-07-30,10791.29,10825.80,10647.86,10655.15,10655.15,82550000
1999-08-02,10654.83,10791.60,10615.25,10645.96,10645.96,68670000
1999-08-03,10645.96,10727.97,10613.99,10677.31,10677.31,76710000
1999-08-04,10675.66,10829.91,10670.03,10674.77,10674.77,88660000
1999-08-05,10675.41,10798.25,10566.18,10793.82,10793.82,124250000
1999-08-06,10792.58,10818.20,10653.25,10714.03,10714.03,84820000
1999-08-09,10714.03,10761.84,10683.32,10707.70,10707.70,81310000
1999-08-10,10704.22,10714.67,10549.08,10655.15,10655.15,98920000
1999-08-11,10650.59,10795.72,10646.91,10787.80,10787.80,85160000
1999-08-12,10785.65,10900.83,10780.84,10789.39,10789.39,71310000
1999-08-13,10786.70,10981.89,10786.70,10973.65,10973.65,77850000
1999-08-16,10980.11,11046.79,10950.86,11046.79,11046.79,65130000
1999-08-17,11049.64,11117.08,11011.65,11117.08,11117.08,84280000
1999-08-18,11109.66,11110.92,10982.84,10991.38,10991.38,85320000
1999-08-19,10988.85,10995.50,10873.29,10963.84,10963.84,87200000
1999-08-20,10963.84,11100.61,10963.84,11100.61,11100.61,104090000
1999-08-23,11099.66,11299.76,11098.08,11299.76,11299.76,85070000
1999-08-24,11297.54,11365.93,11194.01,11283.30,11283.30,83020000
1999-08-25,11282.38,11334.59,11198.45,11326.04,11326.04,99870000
1999-08-26,11326.04,11333.00,11191.48,11198.45,11198.45,74930000
1999-08-27,11198.45,11229.16,11077.82,11090.17,11090.17,60340000
1999-08-30,11087.69,11123.09,10902.10,10914.13,10914.13,70320000
1999-08-31,10909.70,10982.20,10782.11,10829.28,10829.28,100530000
1999-09-01,10828.44,10941.36,10828.44,10937.88,10937.88,80830000
1999-09-02,10934.08,10934.08,10732.71,10843.21,10843.21,77110000
1999-09-03,10856.19,11087.00,10856.19,11078.45,11078.45,79660000
1999-09-07,11079.08,11104.10,11011.96,11034.13,11034.13,79910000
1999-09-08,11034.13,11117.39,10967.00,11036.34,11036.34,86070000
1999-09-09,11031.28,11095.86,10981.89,11079.40,11079.40,78920000
1999-09-10,11087.00,11142.41,11023.99,11028.43,11028.43,70470000
1999-09-13,11027.40,11042.36,10982.20,11030.33,11030.33,67130000
1999-09-14,11028.74,11028.74,10886.27,10910.33,10910.33,74200000
1999-09-15,10910.40,11013.86,10798.57,10801.42,10801.42,78970000
1999-09-16,10795.77,10799.25,10626.65,10737.46,10737.46,77200000
1999-09-17,10745.38,10860.94,10745.06,10803.63,10803.63,102600000
1999-09-20,10801.87,10845.74,10780.84,10823.90,10823.90,57670000
1999-09-21,10822.95,10822.95,10551.93,10598.47,10598.47,82630000
1999-09-22,10599.42,10606.07,10493.99,10524.07,10524.07,95220000
1999-09-23,10524.07,10572.51,10302.13,10318.59,10318.59,99500000
1999-09-24,10311.94,10336.32,10187.20,10279.33,10279.33,94080000
1999-09-27,10279.33,10402.49,10279.33,10303.39,10303.39,79050000
1999-09-28,10300.51,10310.04,10081.13,10275.53,10275.53,93520000
1999-09-29,10274.27,10334.74,10210.94,10213.48,10213.48,88810000
1999-09-30,10214.11,10402.81,10212.84,10336.95,10336.95,108360000
1999-10-01,10335.69,10335.69,10184.03,10273.00,10273.00,109890000
1999-10-04,10274.58,10417.69,10274.27,10401.23,10401.23,99080000
1999-10-05,10401.23,10509.19,10277.11,10400.59,10400.59,118510000
1999-10-06,10399.77,10588.34,10399.45,10588.34,10588.34,100930000
1999-10-07,10588.34,10604.49,10508.24,10537.05,10537.05,87860000
1999-10-08,10534.52,10655.78,10506.34,10649.76,10649.76,96890000
1999-10-11,10649.76,10719.10,10634.88,10648.18,10648.18,71710000
1999-10-12,10648.81,10648.81,10417.06,10417.06,10417.06,77470000
1999-10-13,10412.31,10443.02,10226.46,10232.16,10232.16,92230000
1999-10-14,10230.89,10342.97,10133.69,10286.61,10286.61,10030000
1999-10-15,10286.61,10286.61,9998.18,10019.71,10019.71,114640000
1999-10-18,10018.45,10127.99,9976.02,10116.28,10116.28,91680000
1999-10-19,10117.54,10335.37,10117.54,10204.93,10204.93,99720000
1999-10-20,10203.31,10392.36,10203.31,10392.36,10392.36,111750000
1999-10-21,10390.71,10390.71,10177.38,10297.69,10297.69,188050000
1999-10-22,10298.96,10520.90,10298.96,10470.25,10470.25,127480000
1999-10-25,10468.98,10469.30,10315.11,10349.93,10349.93,99380000
1999-10-26,10350.88,10408.19,10300.86,10302.13,10302.13,116660000
1999-10-27,10302.76,10420.54,10273.95,10394.89,10394.89,108010000
1999-10-28,10397.67,10637.73,10397.67,10622.53,10622.53,144440000
1999-10-29,10629.18,10790.02,10628.87,10729.86,10729.86,136620000
1999-11-01,10730.78,10745.77,10648.51,10648.51,10648.51,150060000
1999-11-02,10653.71,10751.88,10572.67,10581.84,10581.84,143460000
1999-11-03,10582.54,10650.35,10563.19,10609.06,10609.06,153890000
1999-11-04,10612.42,10711.82,10602.94,10639.64,10639.64,195700000
1999-11-05,10639.95,10842.72,10638.42,10704.48,10704.48,171660000
1999-11-08,10668.42,10776.05,10650.35,10718.85,10718.85,213120000
1999-11-09,10715.10,10765.65,10585.21,10617.32,10617.32,168950000
1999-11-10,10611.94,10654.63,10536.27,10597.74,10597.74,148240000
1999-11-11,10603.25,10643.93,10543.92,10595.30,10595.30,130060000
1999-11-12,10593.51,10771.76,10542.39,10769.32,10769.32,158320000
1999-11-15,10764.73,10798.37,10712.13,10760.75,10760.75,130860000
1999-11-16,10762.89,10937.83,10757.39,10932.33,10932.33,162770000
1999-11-17,10929.00,10937.53,10879.11,10883.09,10883.09,157130000
1999-11-18,10887.67,11054.35,10886.15,11035.70,11035.70,165080000
1999-11-19,11033.25,11036.62,10976.06,11003.89,11003.89,157690000
1999-11-22,11008.78,11112.77,10978.20,11089.52,11089.52,181940000
1999-11-23,11090.29,11101.76,10976.37,10995.63,10995.63,159840000
1999-11-24,11000.22,11044.26,10949.15,11008.17,11008.17,132160000
1999-11-26,11007.26,11055.58,10984.01,10988.91,10988.91,64240000
1999-11-29,10985.73,10987.38,10886.15,10947.92,10947.92,148330000
1999-11-30,10945.49,11045.48,10873.61,10877.81,10877.81,157390000
1999-12-01,10876.47,11000.83,10859.65,10998.39,10998.39,145820000
1999-12-02,10995.02,11070.72,10988.60,11039.06,11039.06,132560000
1999-12-03,11046.10,11341.23,11045.79,11286.18,11286.18,167790000
1999-12-06,11286.79,11297.80,11193.51,11225.01,11225.01,134760000
1999-12-07,11221.65,11253.45,11106.65,11106.65,11106.65,169040000
1999-12-08,11107.26,11171.79,11068.12,11068.12,11068.12,148810000
1999-12-09,11073.62,11204.21,11054.66,11134.79,11134.79,177980000
1999-12-10,11137.85,11274.55,11118.27,11224.70,11224.70,170110000
1999-12-13,11217.46,11250.39,11162.31,11192.59,11192.59,149860000
1999-12-14,11195.34,11235.71,11143.05,11160.17,11160.17,200620000
1999-12-15,11158.78,11282.20,11130.51,11225.32,11225.32,234240000
1999-12-16,11224.40,11244.89,11124.39,11244.89,11244.89,190760000
1999-12-17,11257.43,11383.74,11257.43,11257.43,11257.43,274050000
1999-12-20,11254.50,11310.03,11110.93,11144.27,11144.27,131240000
1999-12-21,11142.43,11237.85,11098.01,11200.54,11200.54,141380000
1999-12-22,11199.45,11260.18,11181.89,11203.60,11203.60,115110000
1999-12-23,11202.07,11443.07,11202.07,11405.76,11405.76,97860000
1999-12-27,11410.65,11475.18,11380.60,11391.08,11391.08,111500000
1999-12-28,11389.24,11517.39,11382.21,11476.71,11476.71,91560000
1999-12-29,11472.88,11543.08,11425.64,11484.66,11484.66,69880000
1999-12-30,11484.36,11568.77,11446.74,11452.86,11452.86,67600000
1999-12-31,11453.48,11542.41,11442.82,11497.12,11497.12,43620000
2000-01-03,11501.85,11522.01,11305.69,11357.51,11357.51,169750000
2000-01-04,11349.75,11350.06,10986.45,10997.93,10997.93,178420000
2000-01-05,10989.37,11215.10,10938.67,11122.65,11122.65,203190000
2000-01-06,11113.37,11313.45,11098.45,11253.26,11253.26,176550000
2000-01-07,11247.06,11528.14,11239.92,11522.56,11522.56,184900000
2000-01-10,11532.48,11638.28,11532.48,11572.20,11572.20,168180000
2000-01-11,11568.47,11663.10,11502.70,11511.08,11511.08,177300000
2000-01-12,11506.73,11612.53,11505.18,11551.10,11551.10,194060000
2000-01-13,11558.24,11656.58,11524.11,11582.43,11582.43,174910000
2000-01-14,11619.35,11750.28,11612.53,11722.98,11722.98,266830000
2000-01-18,11719.19,11720.12,11546.45,11560.72,11560.72,200220000
2000-01-19,11535.24,11574.68,11456.01,11489.36,11489.36,193090000
2000-01-20,11490.29,11558.70,11274.98,11351.30,11351.30,191230000
2000-01-21,11356.26,11387.60,11232.48,11251.71,11251.71,205840000
2000-01-24,11251.94,11366.50,10917.27,11008.17,11008.17,202740000
2000-01-25,11010.96,11079.52,10883.45,11029.89,11029.89,209230000
2000-01-26,11025.85,11131.03,11002.58,11032.99,11032.99,188840000
2000-01-27,11035.55,11164.14,10915.40,11028.02,11028.02,194280000
2000-01-28,11024.92,11024.92,10735.77,10738.87,10738.87,183090000
2000-01-31,10735.77,10956.67,10701.64,10940.53,10940.53,191880000
2000-02-01,10937.74,11073.32,10907.96,11041.05,11041.05,183110000
2000-02-02,11037.64,11118.93,10987.07,11003.20,11003.20,164170000
2000-02-03,11010.48,11079.52,10842.26,11013.44,11013.44,178630000
2000-02-04,11014.37,11089.45,10943.02,10963.80,10963.80,166590000
2000-02-07,10965.97,10970.94,10846.22,10905.79,10905.79,145660000
2000-02-08,10904.26,11023.06,10904.26,10957.60,10957.60,168890000
2000-02-09,10948.82,10948.82,10698.85,10699.16,10699.16,168550000
2000-02-10,10697.92,10738.25,10606.40,10643.63,10643.63,156390000
2000-02-11,10638.64,10638.64,10356.96,10425.21,10425.21,193540000
2000-02-14,10431.65,10549.00,10430.80,10519.84,10519.84,167240000
2000-02-15,10520.15,10763.07,10494.48,10718.09,10718.09,183320000
2000-02-16,10711.82,10741.67,10561.41,10561.41,10561.41,163280000
2000-02-17,10565.76,10671.86,10454.61,10514.57,10514.57,195830000
2000-02-18,10514.57,10517.75,10199.98,10219.52,10219.52,208930000
2000-02-22,10219.83,10336.79,10103.80,10304.84,10304.84,194340000
2000-02-23,10294.82,10338.35,10164.92,10225.73,10225.73,185280000
2000-02-24,10242.48,10248.06,9942.78,10092.63,10092.63,237540000
2000-02-25,10090.77,10132.42,9836.06,9862.12,9862.12,195240000
2000-02-28,9854.66,10156.54,9842.57,10038.65,10038.65,213230000
2000-02-29,10039.58,10204.94,10029.96,10128.31,10128.31,191360000
2000-03-01,10128.11,10186.33,10084.56,10137.93,10137.93,216780000
2000-03-02,10135.44,10212.39,10103.49,10164.92,10164.92,206510000
2000-03-03,10171.12,10443.52,10171.12,10367.20,10367.20,210460000
2000-03-06,10358.96,10383.95,10121.48,10170.50,10170.50,172590000
2000-03-07,10197.61,10229.14,9752.68,9796.03,9796.03,278180000
2000-03-08,9800.69,9918.89,9731.81,9856.53,9856.53,223310000
2000-03-09,9855.29,10010.73,9738.95,10010.73,10010.73,187360000
2000-03-10,10008.55,10091.39,9907.26,9928.82,9928.82,197440000
2000-03-13,9911.22,9998.55,9735.54,9947.13,9947.13,186210000
2000-03-14,9957.67,10043.30,9811.24,9811.24,9811.24,186080000
2000-03-15,9808.15,10180.20,9776.49,10131.41,10131.41,204920000
2000-03-16,10139.58,10632.46,10138.34,10630.60,10630.60,253790000
2000-03-17,10629.98,10763.38,10567.31,10595.23,10595.23,247830000
2000-03-20,10594.75,10727.71,10586.99,10680.24,10680.24,177730000
2000-03-21,10680.24,10907.34,10603.61,10907.34,10907.34,211950000
2000-03-22,10916.96,10917.27,10789.13,10866.70,10866.70,195830000
2000-03-23,10884.38,11136.61,10831.02,11119.86,11119.86,224710000
2000-03-24,11107.45,11234.65,11045.09,11112.72,11112.72,217140000
2000-03-27,11093.25,11170.82,10982.73,11025.85,11025.85,184880000
2000-03-28,11023.68,11094.34,10932.78,10936.11,10936.11,177780000
2000-03-29,10939.05,11101.55,10910.75,11018.72,11018.72,199370000
2000-03-30,11008.17,11144.06,10916.34,10980.25,10980.25,214190000
2000-03-31,10993.28,11107.76,10921.92,10921.92,10921.92,179590000
2000-04-03,10863.28,11223.79,10862.97,11221.93,11221.93,279950000
2000-04-04,11225.34,11418.24,10717.78,11164.84,11164.84,319280000
2000-04-05,11163.29,11218.21,11002.58,11033.92,11033.92,189310000
2000-04-06,11029.56,11201.14,11029.56,11114.27,11114.27,161820000
2000-04-07,11122.03,11192.45,11062.77,11111.48,11111.48,156500000
2000-04-10,11114.89,11287.70,11097.21,11186.56,11186.56,150070000
2000-04-11,11180.98,11361.15,11102.48,11287.08,11287.08,171130000
2000-04-12,11283.05,11425.45,11116.75,11125.13,11125.13,234780000
2000-04-13,11132.58,11144.06,10920.76,10923.55,10923.55,200240000
2000-04-14,10922.85,10922.85,10201.53,10305.77,10305.77,267580000
2000-04-17,10303.29,10583.75,10232.55,10582.51,10582.51,247520000
2000-04-18,10584.02,10773.93,10571.34,10767.42,10767.42,218380000
2000-04-19,10748.97,10789.44,10632.15,10674.96,10674.96,193860000
2000-04-20,10668.19,10845.29,10665.09,10844.05,10844.05,158390000
2000-04-24,10822.33,10910.75,10695.44,10906.10,10906.10,295330000
2000-04-25,10916.65,11136.61,10881.04,11124.82,11124.82,240200000
2000-04-26,11127.92,11141.88,10902.06,10945.50,10945.50,198970000
2000-04-27,10941.91,10941.91,10747.25,10888.10,10888.10,192920000
2000-04-28,10892.76,10959.23,10715.30,10733.91,10733.91,173520000
2000-05-01,10749.42,10926.26,10724.22,10811.78,10811.78,174020000
2000-05-02,10805.58,10824.50,10710.02,10731.12,10731.12,208610000
2000-05-03,10732.21,10732.21,10400.09,10480.13,10480.13,200220000
2000-05-04,10478.89,10523.10,10407.53,10412.49,10412.49,169170000
2000-05-05,10409.70,10585.92,10375.81,10577.86,10577.86,138300000
2000-05-08,10571.31,10627.85,10522.07,10603.63,10603.63,144180000
2000-05-09,10607.54,10684.85,10514.25,10536.75,10536.75,166320000
2000-05-10,10533.09,10533.09,10292.10,10367.78,10367.78,225970000
2000-05-11,10369.27,10575.10,10369.27,10545.97,10545.97,185720000
2000-05-12,10549.06,10673.79,10543.92,10609.37,10609.37,137770000
2000-05-15,10606.97,10811.55,10605.26,10807.78,10807.78,155810000
2000-05-16,10816.01,10971.24,10816.01,10934.57,10934.57,181920000
2000-05-17,10930.64,10930.64,10752.61,10769.74,10769.74,169570000
2000-05-18,10771.80,10864.32,10764.26,10777.28,10777.28,161220000
2000-05-19,10764.22,10764.22,10570.65,10626.85,10626.85,188270000
2000-05-22,10624.79,10664.54,10369.49,10542.55,10542.55,185570000
2000-05-23,10539.12,10557.45,10416.78,10422.27,10422.27,157080000
2000-05-24,10420.90,10554.88,10364.01,10535.35,10535.35,225350000
2000-05-25,10529.87,10558.65,10266.00,10323.92,10323.92,184380000
2000-05-26,10322.89,10387.66,10258.81,10299.24,10299.24,129200000
2000-05-30,10302.31,10528.15,10302.31,10527.13,10527.13,165450000
2000-05-31,10528.28,10599.43,10490.80,10522.33,10522.33,162880000
2000-06-01,10532.27,10673.45,10513.08,10652.20,10652.20,183990000
2000-06-02,10660.09,10846.08,10660.09,10794.76,10794.76,200900000
2000-06-05,10793.11,10863.00,10752.28,10815.30,10815.30,151120000
2000-06-06,10822.61,10822.61,10707.72,10735.57,10735.57,169370000
2000-06-07,10733.48,10848.38,10695.18,10812.86,10812.86,154430000
2000-06-08,10818.78,10823.66,10635.73,10668.72,10668.72,176280000
2000-06-09,10678.47,10763.77,10588.29,10614.06,10614.06,136750000
2000-06-12,10615.12,10652.59,10564.21,10564.21,10564.21,136750000
2000-06-13,10562.31,10654.72,10492.79,10621.84,10621.84,155190000
2000-06-14,10632.46,10737.71,10624.68,10687.95,10687.95,166340000
2000-06-15,10689.63,10763.70,10669.21,10714.82,10714.82,176200000
2000-06-16,10717.76,10724.83,10449.30,10449.30,10449.30,233100000
2000-06-19,10448.40,10597.44,10440.11,10557.84,10557.84,169330000
2000-06-20,10558.90,10561.38,10407.94,10435.16,10435.16,179000000
2000-06-21,10446.83,10521.07,10410.06,10497.74,10497.74,204540000
2000-06-22,10495.97,10495.97,10335.46,10376.12,10376.12,189280000
2000-06-23,10376.47,10478.65,10376.47,10404.75,10404.75,142390000
2000-06-26,10403.69,10566.68,10403.69,10542.99,10542.99,157390000
2000-06-27,10541.58,10615.83,10504.46,10504.46,10504.46,159240000
2000-06-28,10506.39,10620.42,10506.39,10527.79,10527.79,189270000
2000-06-29,10523.90,10523.90,10359.50,10398.04,10398.04,168670000
2000-06-30,10393.09,10448.24,10336.16,10447.89,10447.89,224060000
2000-07-03,10450.36,10565.62,10422.08,10560.67,10560.67,74690000
2000-07-05,10538.23,10572.69,10463.18,10483.60,10483.60,154490000
2000-07-06,10481.45,10527.79,10393.09,10481.47,10481.47,147120000
2000-07-07,10483.33,10658.25,10483.33,10635.98,10635.98,158820000
2000-07-10,10627.14,10703.15,10604.86,10646.58,10646.58,148470000
2000-07-11,10649.06,10807.45,10626.79,10727.19,10727.19,160920000
2000-07-12,10722.24,10834.32,10722.24,10783.76,10783.76,151430000
2000-07-13,10774.92,10829.73,10754.42,10788.71,10788.71,175240000
2000-07-14,10793.31,10821.95,10753.71,10812.75,10812.75,150970000
2000-07-17,10812.40,10847.40,10749.47,10804.27,10804.27,162780000
2000-07-18,10799.16,10799.16,10703.06,10739.92,10739.92,170620000
2000-07-19,10724.15,10790.48,10685.48,10696.08,10696.08,213930000
2000-07-20,10700.68,10874.63,10700.68,10843.87,10843.87,178590000
2000-07-21,10843.51,10851.65,10716.15,10733.56,10733.56,170710000
2000-07-24,10731.44,10778.11,10678.40,10685.12,10685.12,147970000
2000-07-25,10689.28,10744.52,10680.17,10699.97,10699.97,168950000
2000-07-26,10689.36,10692.55,10516.48,10516.48,10516.48,201880000
2000-07-27,10516.83,10643.40,10516.83,10586.13,10586.13,160760000
2000-07-28,10594.97,10649.06,10464.50,10511.17,10511.17,174720000
2000-07-31,10514.29,10603.29,10497.80,10521.98,10521.98,175820000
2000-08-01,10523.81,10626.92,10516.76,10606.95,10606.95,151420000
2000-08-02,10609.15,10724.53,10587.54,10687.53,10687.53,163400000
2000-08-03,10679.37,10744.31,10623.44,10706.58,10706.58,161580000
2000-08-04,10713.36,10769.95,10664.46,10767.75,10767.75,150750000
2000-08-07,10773.98,10892.28,10736.98,10867.01,10867.01,145090000
2000-08-08,10865.15,10988.25,10836.61,10976.89,10976.89,204720000
2000-08-09,10970.94,10978.27,10892.65,10905.83,10905.83,186430000
2000-08-10,10901.06,10946.49,10886.79,10908.76,10908.76,144290000
2000-08-11,10905.98,11067.73,10902.68,11027.80,11027.80,155120000
2000-08-14,11027.07,11177.61,11006.19,11176.14,11176.14,140280000
2000-08-15,11175.05,11175.05,11046.12,11067.00,11067.00,155190000
2000-08-16,11068.83,11088.97,10961.14,11008.39,11008.39,162550000
2000-08-17,11010.95,11091.54,10984.40,11055.64,11055.64,177570000
2000-08-18,11051.20,11082.38,11006.19,11046.48,11046.48,164870000
2000-08-21,11058.85,11106.19,11027.07,11079.81,11079.81,147300000
2000-08-22,11082.20,11189.70,11081.28,11139.15,11139.15,146810000
2000-08-23,11130.55,11172.30,11059.67,11144.65,11144.65,145650000
2000-08-24,11143.91,11197.76,11120.10,11182.74,11182.74,143970000
2000-08-25,11182.74,11210.94,11155.63,11192.63,11192.63,127920000
2000-08-28,11194.48,11319.06,11188.93,11252.84,11252.84,166710000
2000-08-29,11249.27,11256.17,11196.60,11215.10,11215.10,149300000
2000-08-30,11209.01,11210.29,11096.35,11103.01,11103.01,146490000
2000-08-31,11105.23,11310.55,11104.86,11215.10,11215.10,183320000
2000-09-01,11219.54,11313.60,11219.54,11238.78,11238.78,125140000
2000-09-05,11221.76,11301.67,11184.77,11260.61,11260.61,174500000
2000-09-06,11253.58,11401.19,11253.21,11310.64,11310.64,224760000
2000-09-07,11316.01,11323.87,11223.24,11259.87,11259.87,222220000
2000-09-08,11261.72,11261.72,11191.05,11220.65,11220.65,181620000
2000-09-11,11219.54,11286.13,11139.26,11195.49,11195.49,160120000
2000-09-12,11197.71,11255.80,11113.73,11233.23,11233.23,172030000
2000-09-13,11225.03,11231.01,11140.74,11182.18,11182.18,216210000
2000-09-14,11189.58,11208.07,11069.34,11087.47,11087.47,218810000
2000-09-15,11087.84,11110.04,10916.92,10927.00,10927.00,291270000
2000-09-18,10926.42,10935.58,10798.17,10808.52,10808.52,198950000
2000-09-19,10812.22,10839.14,10761.91,10789.29,10789.29,214080000
2000-09-20,10794.47,10824.06,10567.32,10687.92,10687.92,243780000
2000-09-21,10680.52,10783.37,10660.54,10765.52,10765.52,186170000
2000-09-22,10678.30,10858.10,10621.70,10847.37,10847.37,487370000
2000-09-25,10847.37,10897.31,10783.00,10808.15,10808.15,259920000
2000-09-26,10806.30,10813.24,10615.78,10631.32,10631.32,321770000
2000-09-27,10631.32,10678.67,10579.52,10628.36,10628.36,271660000
2000-09-28,10629.84,10856.25,10623.18,10824.06,10824.06,233190000
2000-09-29,10821.40,10821.40,10650.55,10650.92,10650.92,236360000
2000-10-02,10659.06,10721.22,10631.32,10700.13,10700.13,215090000
2000-10-03,10709.84,10857.73,10709.84,10719.74,10719.74,259600000
2000-10-04,10723.33,10849.96,10713.62,10784.48,10784.48,264380000
2000-10-05,10783.72,10843.30,10722.70,10724.92,10724.92,217400000
2000-10-06,10726.76,10779.85,10518.85,10596.54,10596.54,237860000
2000-10-09,10596.91,10641.31,10546.23,10568.43,10568.43,167770000
2000-10-10,10569.17,10623.55,10488.89,10524.40,10524.40,212070000
2000-10-11,10521.07,10566.58,10350.89,10413.79,10413.79,324520000
2000-10-12,10424.14,10460.40,10023.49,10034.58,10034.58,367130000
2000-10-13,10031.62,10208.09,10014.24,10192.18,10192.18,300410000
2000-10-16,10184.78,10272.09,10177.76,10238.80,10238.80,270220000
2000-10-17,10242.87,10293.92,10026.45,10089.71,10089.71,253140000
2000-10-18,10085.99,10085.99,9654.64,9975.02,9975.02,372410000
2000-10-19,10014.61,10142.98,10014.61,10142.98,10142.98,343710000
